
"0","",""
"1556943","TD4096E.TXT.r_892;TD4096E.TXT.r_893"," ji ltar 'di so sor ma brtags pa'i 'gog pa  yin zhe na / / +mi slob pa'i mtshan ma med pa'i ting nge 'dzin las langs pa de'i rjes la zag pa dang bcas pa'i skad cig ma 'da' ba gang dag yin pa ste / / ","0.0#TD4027E.TXT.r#556946#556954#TD4027E.TXT.r_803# rnam par dag pa gzhan gyi dbang nyid ni sgrib pa lnga ma spangs la byang chub kyi yan lag bdun gyi bar du ma bsgoms na sdug bsngal gyi mthar mi byed pa'i phyir ro // / "
"1556959","TD4096E.TXT.r_894"," gal te de dag byung bar ma gyur na mi slob pa'i mtshan ma med pa'i skad cig ma rnams 'byung bar 'gyur ro // / ","0.0#TD4027E.TXT.r#556955#556963#TD4027E.TXT.r_803;TD4027E.TXT.r_804;TD4027E.TXT.r_805# rnam par dag pa gzhan gyi dbang nyid ni sgrib pa lnga ma spangs la byang chub kyi yan lag bdun gyi bar du ma bsgoms na sdug bsngal gyi mthar mi byed pa'i phyir ro // / +mnyam du 'byung ba gzhan gyi dbang nyid ni / / "
"1556968","TD4096E.TXT.r_895"," mi slob pa'i mtshan ma  med pa'i skad cig ma de dag rkyen ma tshang bar so sor ma brtags pas 'gog pas 'gag par 'gyur te so sor ma brtags pas 'gog pa la zhi ba'i rnam par dmigs so // / ","0.0#TD4027E.TXT.r#556964#556981#TD4027E.TXT.r_804;TD4027E.TXT.r_805;TD4027E.TXT.r_806;TD4027E.TXT.r_807;TD4027E.TXT.r_808# mnyam du 'byung ba gzhan gyi dbang nyid ni / / +de bzhin    gshegs pa dang  'khor los sgyur ba gnyis gnyis snga phyi med par 'jig rten gyi khams gcig tu mi 'byung ba'i phyir ro // / ","0.017#TD4032E.TXT.r#1944824#1944826#TD4032E.TXT.r_3888;TD4032E.TXT.r_3889# 'di la sangs rgyas dang 'khor los sgyur ba 'byung ba ni mnyam par 'gyur ba ma yin pa'i las la rag lus pas lhan cig tu skye bar 'gyur ba gzhan gyi dbang nyid do // / +dbang byed pa'i gzhan gyi dbang nyid ni bud med 'khor los sgyur ba la sogs pa mi byed  pa'i phyir zhes bya ba ni 'khor los sgyur bar 'gyur ba'i las kyi rnam par smin pa ni skyes pa'i lus kyis smin par nus te / / "
"1556986","TD4096E.TXT.r_896;TD4096E.TXT.r_897"," 'jug pa chad pa'i rnam pa can yin pa'i phyir / / +zhi ba'i rnam pa kho na yin no // / ","0.0#TD4027E.TXT.r#556982#556990#TD4027E.TXT.r_807;TD4027E.TXT.r_808# bud med 'khor los sgyur ba la sogs pa mi byed pa'i phyir ro // / +'thob pa gzhan gyi dbang nyid ni bud med  kyis rang byang chub dang  bla na med pa'i byang chub mngon par rdzogs par byang chub par mi 'gyur ba'i phyir ro // / "
"1556994","TD4096E.TXT.r_898"," zag med pa la so sor    brtags pas 'gog pa med pa'i phyir so sor ma brtags pas 'gog pa la dmigs so // / ","0.022#TD4016.2E.TXT.r#2338757#2338757#TD4016.2E.TXT.r_3243# yongs su btsal bar bya ba'i byang chub la sems bskyed par zhes gsungs pa ni yongs su tshol ba'i  sems bskyed par nus pa'i phyir / / ","0.028#TD4027E.TXT.r#556928#556934#TD4027E.TXT.r_801;TD4027E.TXT.r_802# de la mi 'dod pa gzhan gyi dbang nyid ni nyes par spyod las mi 'dod bzhin du yang ngan 'gror 'gro ba'i phyir ro // / ","0.028#TD4016.2E.TXT.r#2312123#2312123#TD4016.2E.TXT.r_148# 'di ltar shes pa gsum gyis gzhan gyi dbang bkag pa'i phyir ni mthong ba'i chos la sbyor ba'i shes pa dang ldan par 'gyur la / / ","0.029#TD4037E.TXT.r#1371831#1371831#TD4037E.TXT.r_7404# bdag nyid byang chub mngon par rdzogs par sangs rgyas pa dang  byang chub mngon par rdzogs par sangs rgyas pa na yang sprin chen po lta bu'i dam pa'i chos kyi char dpe med pas sems can dpag tu med pa dag gi nyon mongs pa'i rdul rnams rab tu zhi bar byed do // / "
"1557005","TD4096E.TXT.r_899;TD4096E.TXT.r_900;TD4096E.TXT.r_901"," 'phags pa'i lam la sdang ba'i phyir // / +zhes bya ba la ji ltar sdang zhe na / / +stong pa la sogs pa'i rnam pa de dag tu de la rgyab kyis phyogs pa'i phyir ro // / ","0.0#TD4027E.TXT.r#557001#557014#TD4027E.TXT.r_809;TD4027E.TXT.r_810;TD4027E.TXT.r_811;TD4027E.TXT.r_812# kun tu spyod pa gzhan gyi dbang nyid ni / / +lta ba phun sum tshogs pa bsod pa la sogs pa kun tu mi spyod pas so // / ","0.012#TD4041E.TXT.r#1277203#1277203#TD4041E.TXT.r_1269# sred pa can gyi mdo las 'byung ba bzhin rtogs par bya'o // / "
"1557019","TD4096E.TXT.r_902"," re zhig ting nge 'dzin gzhan gnyis ni stong  pa dang mi rtag pa'i rnam pa dag tu de la dmigs pa'i phyir 'phags pa'i lam la sdang bar rigs na / / ","0.0#TD4027E.TXT.r#557015#557027#TD4027E.TXT.r_812;TD4027E.TXT.r_813;TD4027E.TXT.r_814;TD4027E.TXT.r_815# rgya cher  ni khams mang po can gyi mdo las 'byung ba bzhin du khong du chud par bya'o // / ","0.019#TD4032E.TXT.r#1945034#1945036#TD4032E.TXT.r_3914;TD4032E.TXT.r_3915;TD4032E.TXT.r_3916# de'i phyir / / +'dzin dang gnas dang rgyun mi 'chad // / +spyod dang dag pa gnyis kyi phyir // / ","0.025#TD4021E.TXT.r#2101244#2101244#TD4021E.TXT.r_254;TD4021E.TXT.r_255;TD4021E.TXT.r_256# gzhan dbang nyid kyi don te gzhan // / +'dzin dang gnas dang rgyun mi 'chad // / +spyod dang dag pa gnyis kyi phyir // / ","0.026#TD4032E.TXT.r#1945007#1945007#TD4032E.TXT.r_3910# gnas dang gnas ma yin pa'i don bstan pa'i 'og tu dbang po rnams kyi don brjod dgos pas de'i phyir dbang po ni rnam pa nyi shu rtsa gnyis te zhes bya ba smos te / / "
"1557032","TD4096E.TXT.r_903"," gsum pa ni zhi ba 'dus ma byas kyi dngos po la dmigs pa'i phyir ji ltar 'phags pa'i lam la sdang ba nyid du rung zhe na / / ","0.0#TD4027E.TXT.r#557028#557039#TD4027E.TXT.r_814;TD4027E.TXT.r_815;TD4027E.TXT.r_816;TD4027E.TXT.r_817# 'dzin dang gnas dang rgyun mi 'chad // / +spyod dang dag pa gnyis kyi phyir // / ","0.026#TD4032E.TXT.r#1945036#1945036#TD4032E.TXT.r_3915;TD4032E.TXT.r_3916# 'dzin dang gnas dang rgyun mi 'chad // / +spyod dang dag pa gnyis kyi phyir // / "
"1557044","TD4096E.TXT.r_904;TD4096E.TXT.r_905"," mi slob pa'i ting nge 'dzin 'jug pa'i rgyu'i chos la bsngags pa'i phyir  ro ; / / +nyer bsdogs gnyis ni ma gtogs so // / ","0.0#TD4027E.TXT.r#557040#557048#TD4027E.TXT.r_816;TD4027E.TXT.r_817;TD4027E.TXT.r_818# 'dzin pa'i phyir nas rnam par dag pa gnyis kyi bar du ste / / +de dag la de dbang  byed PA'I PHYIR RO // / +gzugs la sogs pa yul 'dzin pa la ni mig la sogs pa drug po dag dbang byed do // / "
"1557053","TD4096E.TXT.r_906;TD4096E.TXT.r_907"," zhes bya ba ni bsam gtan gnyis pa la sogs pa'i nyer bsdogs dag ma gtogs pa ste / / +de dag ni zhi ba dang rags pa la sogs pa'i rnam par zhugs pas spyod yul gong ma dang 'og ma la nges pa'i phyir 'phags pa'i lam bdun mi 'byin  no ; / / ","0.0#TD4027E.TXT.r#557049#557060#TD4027E.TXT.r_818;TD4027E.TXT.r_819;TD4027E.TXT.r_820;TD4027E.TXT.r_821# gzugs la sogs pa yul 'dzin pa la ni mig la sogs pa drug po dag dbang byed do // / +gnas par bya ba la ni srog gi dbang po dbang byed de / / ","0.0#TD4027E.TXT.r#557060#557073#TD4027E.TXT.r_820;TD4027E.TXT.r_821;TD4027E.TXT.r_822;TD4027E.TXT.r_823;TD4027E.TXT.r_824# de'i dbang gis mi 'chi ba'i phyir ro // / +rigs 'tsho ba la ni pho dang mo'i dbang po gnyis dbang byed de / / ","0.016#TD4032E.TXT.r#1945229#1945231#TD4032E.TXT.r_3941;TD4032E.TXT.r_3942# 'gog pa dang  'du shes med pa'i snyoms par 'jug pa'i gnas dang 'du shes med pa dag la REG PA LA SOGS PA med kyang sems can rnams gnas par srid pa'i phyir ro // / +rigs 'tshob pa la pho dang mo'i dbang po gnyis dbang byed de zhes bya ba la / / "
"1557073","TD4096E.TXT.r_908;TD4096E.TXT.r_909"," gzhan dag na re byams pa ni bsam pa thag pa nas 'byung po thams cad la bdag dang 'dra bar gnas pa'o // / +snying rje ni gzhan gyi sdug bsngal la mngon par mi dga' ba'o // / ","0.0#TD4027E.TXT.r#557073#557082#TD4027E.TXT.r_823;TD4027E.TXT.r_824;TD4027E.TXT.r_825;TD4027E.TXT.r_826# nye bar spyod pa la ni tshor ba'i dbang po rnams te / / +dge ba dang mi dge ba'i las kyi 'bras bu la nye bar spyod pa'i phyir ro // / "
"1557085","TD4096E.TXT.r_910;TD4096E.TXT.r_911"," dga' ba ni gzhan gyi phun sum tshogs pa dag gis dga' ba'o // / +btang snyoms ni phan pa dang gnod pa dag  la de'i rgyu mtshan dag la mi gtod pa'o // / ","0.0#TD4027E.TXT.r#557077#557092#TD4027E.TXT.r_824;TD4027E.TXT.r_825;TD4027E.TXT.r_826;TD4027E.TXT.r_827;TD4027E.TXT.r_828;TD4027E.TXT.r_829# dge ba dang mi dge ba'i las kyi 'bras bu la nye bar spyod pa'i phyir ro // / +'jig rten pa'i rnam par dag pa ni dad pa la sogs pa'o // / ","0.023#TD4021E.TXT.r#2101252#2101252#TD4021E.TXT.r_256;TD4021E.TXT.r_257;TD4021E.TXT.r_258# spyod dang dag pa gnyis kyi phyir // / +'bras bu rgyu rnams spyad zin dang / / +de bzhin ma spyad gzhan yin no // / ","0.023#TD4032E.TXT.r#1945594#1945596#TD4032E.TXT.r_3989;TD4032E.TXT.r_3991;TD4032E.TXT.r_3990;TD4032E.TXT.r_3992# dbang po'i don gyi 'og tu dus gsum gyi don brjod dgos pas / / +'bras bu rgyu rnams spyad zin dang / / "
"1557097","TD4096E.TXT.r_912"," grangs bzhin zhes bya ba ni 'dod pa na spyod pa'i kha dog gi gnyen po ni bsam gtan dang po'i rnam par thar pa yin la / / ","0.0#TD4027E.TXT.r#557093#557100#TD4027E.TXT.r_828;TD4027E.TXT.r_829;TD4027E.TXT.r_830;TD4027E.TXT.r_831;TD4027E.TXT.r_832# de bzhin ma spyad gzhan yin no // / +gzhan gang zhe na / / "
"1557105","TD4096E.TXT.r_913;TD4096E.TXT.r_914"," bsam gtan dang po'i sa pa'i kha dog gi 'dod chags kyi gnyen por ni bsam gtan gnyis pa'i sa pa'i rnam par thar pa yin  te ; / +rnam par thar pa 'di gnyis kyang thag bsring ba'i gnyen po yin par rig par bya'o // / ","0.0#TD4027E.TXT.r#557101#557114#TD4027E.TXT.r_831;TD4027E.TXT.r_832;TD4027E.TXT.r_833;TD4027E.TXT.r_834# ci rigs su sbyar te / / +'bras bu dang rgyu spyad zin pa'i phyir 'das pa'i dus so // / "
"1557118","TD4096E.TXT.r_915"," smras pa bsam gtan gnyis pa la sogs pa na kha dog gi 'dod chags med do zhes bya bar ji ltar shes she na / / ","0.0#TD4027E.TXT.r#557113#557122#TD4027E.TXT.r_834;TD4027E.TXT.r_835;TD4027E.TXT.r_836;TD4027E.TXT.r_837# rgyu spyad pa la 'bras bu ma spyad pa'i phyir da ltar 'byung ba'i dus su rig par bya'o // / ","0.015#TD4021E.TXT.r#2101260#2101266#TD4021E.TXT.r_259;TD4021E.TXT.r_260;TD4021E.TXT.r_261;TD4021E.TXT.r_262# tshor ba rgyu dang bcas pa'i don // / +de yi rgyu ni sgrub pa yin // / +de zhi ba dang gnyen po'i don // / "
"1557127","TD4096E.TXT.r_916;TD4096E.TXT.r_917"," mig gi rnam par shes pa med pa'i phyir ro // / +gang zhig yul gang las 'dod  chags dang bral ba de ni nges par 'dzin par byed pa'i rnam par shes pa las kyang 'dod chags dang bral ba yin la / / ","0.0#TD4027E.TXT.r#557123#557138#TD4027E.TXT.r_835;TD4027E.TXT.r_836;TD4027E.TXT.r_837;TD4027E.TXT.r_838;TD4027E.TXT.r_839;TD4027E.TXT.r_840;TD4027E.TXT.r_841# tshor ba rgyu dang bcas pa'i don // / +de yi rgyu ni sgrub pa yin // / +de bzhi ba dang gnyen po'i don // / "
"1557143","TD4096E.TXT.r_918"," bsam gtan gnyis pa la sogs pa na mig gi rnam par shes pa la sogs pa med pas de'i phyir de dag ni kha dog gi 'dod chags dang bral ba'o zhes bya bar grub bo // / ","0.0#TD4027E.TXT.r#557139#557156#TD4027E.TXT.r_840;TD4027E.TXT.r_841;TD4027E.TXT.r_842;TD4027E.TXT.r_843;TD4027E.TXT.r_844;TD4027E.TXT.r_845# la sdug bsngal gyi bden pa ni tshor ba rgyu dang bcas pa'i don te / / +gang ci tshor yang rung de ni 'dir sdug bsngal lo zhes bya ba'i phyir ro // / ","0.0#TD4092.2E.TXT.r#2588387#2588389#TD4092.2E.TXT.r_6536# gang ci tshor yang rung de ni 'dir sdug bsngal lo zhes bya ba 'di ni ngas dgongs nas bshad  pa yin no zhes gsungs pa'i phyir gang ci tshor yang rung de ni 'dir sdug bsngal lo zhes bya ba'i tshig 'di ni bcom ldan 'das kyis dgongs pa can du ston par mdzad pa yin te / / ","0.016#TD4092.2E.TXT.r#2588283#2588284#TD4092.2E.TXT.r_6529# des kyang 'di skad du zhus par 'gyur la zhes bya ba ni gnas brtan kun dga' bos gang ci tshor yang rung de ni 'dir sdug bsngal lo zhes bya ba'i tshig 'di rigs pa ma yin pa'i ngo bor mthong na ni  de kho na zhus par 'gyur te / / ","0.020#TD4093.2E.TXT.r#2036831#2036833#TD4093.2E.TXT.r_8515;TD4093.2E.TXT.r_8516# tshor ba dran pa  nye bar gzhag pa ni bde bar phyin ci log pa'i gnyen por te / / +gang ci tshor yang rung de ni 'dir sdug bsngal lo zhes 'byung bas so // / ","0.020#TD4035E.TXT.r#176697#176698#TD4035E.TXT.r_9128;TD4035E.TXT.r_9129# phyi ma la dbang po yongs su smin par byas pa'i phyir // / +rgyu las byung ba'i chos rnams kyi yang dag pa'i rgyu so sor rtog pa dang  de bzhin gshegs  pas gsungs pa'i mdo sde zab mo zab par snang ba stong pa nyid dang ldan zhing / / ","0.023#TD4032E.TXT.r#1945805#1945806#TD4032E.TXT.r_4023;TD4032E.TXT.r_4024# de'i phyir gang ci tshor yang rung ste / / +de ni 'dir sdug bsngal lo zhes bya ba'i phyir ro zhes bya ba smos so // / ","0.023#TD4092.2E.TXT.r#2588300#2588300#TD4092.2E.TXT.r_6530# gang ci tshor yang rung de ni 'dir sdug bsngal lo zhes bya ba 'gal ba'i phyir ro // / ","0.026#TD4093.1E.TXT.r#840197#840197#TD4093.1E.TXT.r_12155;TD4093.1E.TXT.r_12156# skal pa mnyam pa'i 'bras bu nye ba dang ring ba  bskyed pa dang gsos 'debs par byed pa'i phyir skal ba mnyam pa'i rgyu yin la / / +'dra ba'i chos de dag kyang phan tshun chos 'dra ba rnams kyi yin te / / ","0.029#TD4097E.TXT.r#2224893#2224893#TD4097E.TXT.r_3003;TD4097E.TXT.r_3004# de'i rgyu ni rang gi nus pa 'thob pa'i rgyu ste / / +ma 'ongs pa'i chos da ltar byung ba'i gnas su 'byin pa'i rgyu zhes bya ba'i tha tshig go // / ","0.029#TD4092.2E.TXT.r#2642527#2642527#TD4092.2E.TXT.r_13292# 'ga' zhig gzugs med pa'i snyoms par 'jug pa la mnyam par bzhag nas de las yongs su nyams te rjes kho na la gzugs kyi    khams su skye na gzugs med pa'i snyoms par 'jug pa'i mtshan nyid kyi skal ba mnyam pa'i rgyu stobs dang ldan pa'i phyir de la gzugs kyi khams su gzugs med pa'i snyoms par 'jug pa skye'o // / ","0.029#TD4047E.TXT.r#1139934#1139934#TD4047E.TXT.r_2697# de la glo bur ba'i nye ba'i nyon mongs pas nyon mongs pa can mngon par brjod pa'i gnas dang   gzhir gyur pa'i phyir rgyu mtshan zhes brjod do // / "
